,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listado de establecimientos educativos y sus ofertas activas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Padrón Oficial de Establecimientos Educativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de actualización: 04/2022.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Establecimiento - Localización,,,,,,,,,,,,,Modalidad,,,,,,,Común,,,,,,,Artística,,,Especial,,,,,Adultos,,,,,Hospitalaria,,,Servicios complementarios
Jurisdicción,Cueanexo,Nombre,Sector,Ámbito,Domicilio,C. P.,Código de área,Teléfono,Código de localidad,Localidad,Departamento,Mail,Común,Especial,Adultos,Artística,Hospitalaria,Intercultural,Encierro,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,Secundario,SNU,Talleres,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Alfabetización,Formación Profesional,Formación Profesional - INET,Inicial,Primario,Secundario,
Tierra del Fuego,940004001,ESC.PROV. Nº 1 P/JOVENES Y ADULTOS - ESCUELA Nº 15,Estatal,Urbano,JOSE IGNACIO RUCCI 2535 SAN VICENTE DE PAUL,V9410,2901,436959,94014028,USHUAIA,USHUAIA,yejanakainix@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , 
Tierra del Fuego,940004009,ESC.PROV. Nº 1 P/JOVENES Y ADULTOS - HOGAR DE DIA,Estatal,Urbano,KUANIP E ISLA AÑO NUEVO  FELIPE VARELA KUANIP E ISLA AÑO NUEVO,V9410,2901,443838,94014028,USHUAIA,USHUAIA,yejanakainix@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , 
Tierra del Fuego,940004012,ESC.PROV. Nº 1 P/JOVENES Y ADULTOS - CTRO.EX-COMB.DE MALVINAS USHUAIA,Estatal,Urbano,LEANDRO N. ALEM 2008 IPV - ESCUELA ESPECIAL CENTRO DE EX-COMBATIENTES DE MALVINAS,V9410,2901,15485983,94014028,USHUAIA,USHUAIA,yejanakainix@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , 
Tierra del Fuego,940004020,ESC. PROV. Nº 1 P/JOVENES Y ADULTOS - ESCUELA N° 30,Estatal,Urbano,LEANDRO N. ALEM  2091 KAUPEN,9410,2901,436959,94014028,USHUAIA,USHUAIA,yejanakainix@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , 
Tierra del Fuego,940004024,ESC.PROV. Nº 1 P/JOVENES Y ADULTOS - ESCUELA Nº 41,Estatal,Urbano,BAHIA DE LOS ABRIGOS 3050  URBANIZACIÓN J 1000 - RÍO PIPO,9410,2901,436959,94014028,USHUAIA,USHUAIA,yejanakainix@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Tierra del Fuego,940004025,ESC. PROV. Nº 1 P/JOVENES Y ADULTOS YEJAN AKAINIX - ANEXO CENTRO PENITENCIARIO G. J.M. GÓMEZ,Estatal,Urbano,Gobernador José María Gómez,9410,2901,436959,94014028,USHUAIA,USHUAIA,yejanacainix@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , 
Tierra del Fuego,940004200,ESCUELA PROVINCIAL Nº  2 - DOCTOR BENJAMIN ZORRILLA,Estatal,Urbano,AVENIDA MANUEL BELGRANO 683 CENTRO,V9420,2964,421509,94007152,RIO GRANDE,RIO GRANDE,escuela2@tdf.edu.ar,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , 
Tierra del Fuego,940004300,ESCUELA PROVINCIAL Nº  4 - REMOLCADOR A.R.A. GUARANI,Estatal,Urbano,OROSKY Y YOURKA  RECONQUISTA OROSKY Y YOURKA,V9420,2964,441192,94007152,RIO GRANDE,RIO GRANDE,escuela4@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940004400,ESCUELA PROVINCIAL Nº 19 - PRIMERA LEGISLATURA,Estatal,Urbano,JUAN MANUEL DE ROSAS 1450 JUAN MANUEL DE ROSAS,V9420,2964,424305,94007152,RIO GRANDE,RIO GRANDE,escuela19@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940004500,ESCUELA PROVINCIAL Nº 20 - ANGELA LOIJ,Estatal,Urbano,JUAN ELADIO IBARRA 64 CHACRA IV,V9420,2964,443464,94007152,RIO GRANDE,RIO GRANDE,escuela20@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940004700,ESCUELA PROVINCIAL Nº 21 - PROVINCIAS UNIDAS,Estatal,Urbano,PREFECTURA NAVAL ARGENTINA 111 CHEPACHEN,V9420,2964,443525,94007152,RIO GRANDE,RIO GRANDE,escuela21@tdf.edu.ar,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , 
Tierra del Fuego,940004800,ESCUELA PROVINCIAL Nº  7 - EL ABRAZO DE MAIPU,Estatal,Urbano,RAFAEL OBLIGADO 755 CENTRO,V9420,2964,422935,94007152,RIO GRANDE,RIO GRANDE,escuela7@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940004900,ESCUELA PROVINCIAL Nº 10 - GENERAL MANUEL BELGRANO,Estatal,Urbano,ANTARTIDA ARGENTINA 950 LOS LUPINOS,V9420,2964,422727,94007152,RIO GRANDE,RIO GRANDE,escuela10@tdf.edu.ar,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, ,1
Tierra del Fuego,940005000,ESCUELA AUSTRAL DE ENSEÑANZA BILINGÜE,Privado,Urbano,ISLAS MALVINAS 1650 LOS ÁLAMOS,V9420,2964,432528,94007152,RIO GRANDE,RIO GRANDE,sec_eadeb@frrg.utn.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005100,INSTITUTO MARIA AUXILIADORA (INICIAL - PRIMARIO),Privado,Urbano,MONSEÑOR FAGNANO 742 CENTRO,V9420,2964,422434,94007152,RIO GRANDE,RIO GRANDE,ima_riogrande@yahoo.com.ar,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005300,INSTITUTO PRIVADO REPUBLICA ARGENTINA,Privado,Urbano,AUGUSTO LASSERRE 459 MICROCENTRO,V9420,2964,504472,94007152,RIO GRANDE,RIO GRANDE,ins_rep_arg@yahoo.com.ar,1, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005400,JARDIN DE INFANTES JUANITO BOSCO,Privado,Urbano,JUAN BAUTISTA ALBERDI 368 CENTRO,V9420,2964,424015,94007152,RIO GRANDE,RIO GRANDE,juanitoboscorg@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005500,ESCUELA PROVINCIAL Nº 11 - PIONEROS FUEGUINOS,Estatal,Rural,RUTA NACIONAL NRO. 3 - ESTANCIA SARA   RUTA NACIONAL NRO. 3 - ESTANCIA SARA,V9420,2964,427111,94007078,ESTANCIA SARA,RIO GRANDE,escuela11@tdf.edu.ar,1, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005600,ESCUELA PROVINCIAL Nº 17 - COMISARIO RAMON LUCIO CORTES,Estatal,Rural,PASO FRONTERIZO SAN SEBASTIAN   PASO FRONTERIZO SAN SEBASTIAN,V9420,2964,433599,94007154,SAN SEBASTIAN,RIO GRANDE,escuela17@tdf.edu.ar,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005700,"JARDIN DE INFANTES Nº 12 - PAYASOS, GLOBOS Y CHUPETINES",Estatal,Urbano,GENERAL ENRIQUE MOSCONI  771,V9420,2964,430405,94007152,RIO GRANDE,RIO GRANDE,jardin12@tdf.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005800,JARDIN DE INFANTES Nº 11 - CHEPA'CHEN,Estatal,Urbano,ANGELA VALLESE 417 PATAGONIA,V9420,2964,444429,94007152,RIO GRANDE,RIO GRANDE,jardin11@tdf.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940005900,JARDIN DE INFANTES Nº  4 - ARCO IRIS,Estatal,Urbano,BERNARDINO RIVADAVIA 632 CENTRO,V9420,2964,421496,94007152,RIO GRANDE,RIO GRANDE,jardin4@tdf.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940006000,JARDIN DE INFANTES Nº  3 - MUNDO DE COLORES,Estatal,Urbano,JOSE M. ESTRADA 2078 LOS CALAFATES,V9420,2964,423447,94007152,RIO GRANDE,RIO GRANDE,jardin3@tdf.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940006100,COLEGIO PROVINCIAL LOS ANDES,Estatal,Urbano,FELIPE ROMERO 205 MIRADOR DE LOS ANDES,V9410,2901,434675,94014028,USHUAIA,USHUAIA,cplandes@tdf.edu.ar,1, , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , ,1, 
Tierra del Fuego,940006200,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 364,Estatal,Urbano,LEANDRO N. ALEM 3902 LATINOAMERICANO,V9410,2901,440259,94014028,USHUAIA,USHUAIA,cens364@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940006202,C.E.N.S. Nº 364 - ANEXO A.T.E.,Estatal,Urbano,Leandro N. Alem  2611  en la esquina de Marcos Zar y Alem,V9410,2901,440259,94014028,USHUAIA,USHUAIA,cens364@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940006210,C.E.N.S. N°364 - ANEXO MUNICIPALIDAD DE USHUAIA,Estatal,Urbano,MOBSEÑOR FAGNANO  486,9410,2901,441832,94014028,USHUAIA,USHUAIA,cens364@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940006212,C.E.N.S. N° 364 - ANEXO SERVICIO PENITENCIARIO,Estatal,Urbano,GENERAL JOSÉ MARÍA GOMEZ    CENTRO PENITENCIARIO,9410,2901,440259,94014028,USHUAIA,USHUAIA,cens364@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940006213,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 364 - ANEXO SOEM,Estatal,Urbano,8 DE NOVIEMBRE 284 LOS FUEGUINOS,9410,2901,440259,94014028,USHUAIA,USHUAIA,cens364@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940006300,COLEGIO NACIONAL DE USHUAIA,Privado,Urbano,DEL MONTE 1850 CASAS DEL SUR,V9410,2901,445285,94014028,USHUAIA,USHUAIA,secretariacnu@gmail.com,1, , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , ,1
Tierra del Fuego,940006400,ESCUELA ESPECIAL Nº  1 - KAYU-CHENEN,Estatal,Urbano,HERNANDO DE MAGALLANES 1745 IPV - ESCUELA ESPECIAL INTEVU XVII,V9410,2901,423337,94014028,USHUAIA,USHUAIA,especial1@tdf.edu.ar, ,1, , , , , , , , , , , , , , , ,1, ,1, ,1, , , , , , , , , 
Tierra del Fuego,940006500,CENTRO EDUCATIVO DE NIVEL TERCIARIO Nº 11 -CIUDAD DE USHUAIA,Estatal,Urbano,CONSTITUCIÓN FUEGUINA  951 MONTE GALLINERO,V9410,2901,421500,94014028,USHUAIA,USHUAIA,cent11@tdf.edu.ar,1, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , 
Tierra del Fuego,940006503,C.E.N.T. Nº 11 - ANEXO C.P. ERNESTO SABATO,Estatal,Urbano,JUAN FACUNDO QUIROGA 1780 LA OCA,9410,2901,435683,94014028,USHUAIA,USHUAIA,cent11@tdf.edu.ar,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940006504,CENTRO EDUCATIVO DE NIVEL TERCIARIO Nº 11 - ANEXO ESC. N° 16,Estatal,Urbano,ANTONIO ISORNA 690 PERON,9410,2901,425243,94014028,USHUAIA,USHUAIA,cent11@tdf.edu.ar,1, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , 
Tierra del Fuego,940006700,ESCUELA PROVINCIAL Nº 26 - SENADORES FUEGUINOS,Estatal,Urbano,JUAN E. IBARRA 64 UNIÓN - CHACRA IV,V9420,2964,443462,94007152,RIO GRANDE,RIO GRANDE,escuela26@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940006800,ESCUELA PROVINCIAL Nº 27 - KAR-YEN,Estatal,Urbano,AVENIDA MANUEL BELGRANO 683 CENTRO,V9420,2964,421254,94007152,RIO GRANDE,RIO GRANDE,escuela27@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940006900,ESCUELA PROVINCIAL Nº 32 - IYU QUE DEJA HUELLA,Estatal,Urbano,PREFECTURA NAVAL ARGENTINA 1089 CHACRA II,V9420,2964,443052,94007152,RIO GRANDE,RIO GRANDE,escuela32@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1
Tierra del Fuego,940007100,ESCUELA ESPECIAL Nº  2 - CASITA DE LUZ,Estatal,Urbano,PIONEROS FUEGUINOS 251 TENIENTE BRENHARDT CHACRA II,V9420,2964,444072,94007152,RIO GRANDE,RIO GRANDE,especial2@tdf.edu.ar, ,1, , , , , , , , , , , , , , , ,1, ,1, ,1, , , , , , , , , 
Tierra del Fuego,940007300,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,Privado,Urbano,JUAN BAUTISTA ALBERDI 368 CENTRO,V9420,2964,420010,94007152,RIO GRANDE,RIO GRANDE,isesrg@tdf.edu.ar,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940007400,ESCUELA PROVINCIAL Nº 16 - DR. ARTURO MATEO BAS,Estatal,Urbano,ANTONIO ISORNA 690 JUAN DOMINGO PERÓN,V9410,2901,422959,94014028,USHUAIA,USHUAIA,escuela16@tdf.edu.ar,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,1, , 
Tierra del Fuego,940007500,ESCUELA PROVINCIAL Nº 24 - JUAN RUIZ GALAN,Estatal,Urbano,PUERTO ESPAÑOL 594 GAUCHO RIVERO PUERTO ESPAÑOL ESQ. RÍO GRANDE,V9410,2901,423981,94014028,USHUAIA,USHUAIA,escuela24@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940007600,COLEGIO PROVINCIAL JOSE MARTI,Estatal,Urbano,JUANA GENOVEVA FADUL 37 CENTRO,V9410,2901,423012,94014028,USHUAIA,USHUAIA,cpjmarti@tdf.edu.ar,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1
Tierra del Fuego,940007700,COLEGIO PROVINCIAL DE EDUCACION TECNOLOGICA RIO GRANDE,Estatal,Urbano,AVENIDA MANUEL BELGRANO 777 CENTRO,V9420,2964,422923,94007152,RIO GRANDE,RIO GRANDE,cpetifcreiss@tdf.edu.ar,1, ,1, , , , , , , ,1,1, , , , , , , , , , , , , ,1, , , , , 
Tierra del Fuego,940007800,ESCUELA PROVINCIAL Nº  8 - GENERAL JOSE DE SAN MARTIN,Estatal,Urbano,MARCELO TORCUATO DE ALVEAR 651 MUTUAL,V9420,2964,421005,94007152,RIO GRANDE,RIO GRANDE,escuela8@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940007900,ESCUELA PROVINCIAL Nº 14 - SOLIDARIDAD LATINOAMERICANA,Estatal,Urbano,JOSÉ M. ESTRADA 2022 LOS CALAFATES,V9420,2964,421001,94007152,RIO GRANDE,RIO GRANDE,escuela14@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940008000,ESCUELA PROVINCIAL Nº  5 - JOSE MARIA BEAUVOIR,Estatal,Urbano,ESTEBAN LUCAS BRIDGES 542,V9412,2901,492050,94007153,TOLHUIN,RIO GRANDE,escuela5@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940008100,JARDIN DE INFANTES Nº  9 - TUTU MARAMBA,Estatal,Urbano,JOSÉ INGENIEROS 840 A.G.P. II,V9420,2964,427201,94007152,RIO GRANDE,RIO GRANDE,jardin9@tdf.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940008200,JARDIN DE INFANTES Nº  5 - TOL-OLEJCE,Estatal,Urbano,AVENIDA PREFECTURA NAVAL ARGENTINA 583 CHACRA II,V9420,2964,443173,94007152,RIO GRANDE,RIO GRANDE,jardin5@tdf.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940008300,COLEGIO TECNICO PROVINCIAL OLGA B. DE ARKO,Estatal,Urbano,GOBERNADOR FÉLIX MARÍA PAZ 1693 CHACHO PEÑALOZA INTEVU VI,V9410,2901,421457,94014028,USHUAIA,USHUAIA,ctpobarko@tdf.edu.ar,1, ,1, , , , , , , ,1,1, , , , , , , , , , , , , ,1, , , , , 
Tierra del Fuego,940008400,CENTRO POLIVALENTE DE ARTE DE USH - PROF. INÉS MARÍA BUSTELO,Estatal,Urbano,LEANDRO N. ALEM 15 LAS TERRAZAS LEANDRO N. ALEM ESQ. HÉROES DE MALVINAS,V9410,2901,431903,94014028,USHUAIA,USHUAIA,cpapimbustelo@tdf.edu.ar,1, , ,1, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , 
Tierra del Fuego,940008500,COLEGIO PROVINCIAL DR. JOSE MARIA SOBRAL,Estatal,Urbano,INDIOS YAMANA 1572 FELIPE VARELA,V9410,2901,443792,94014028,USHUAIA,USHUAIA,cpdjmsobral@tdf.edu.ar,1, , , ,1, , , , , ,1,1, , , , , , , , , , , , , , , , , ,1,1
Tierra del Fuego,940008600,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 15,Estatal,Urbano,AVENIDA MAIPU 697 CENTRO,V9410,2901,423057,94014028,USHUAIA,USHUAIA,cens15@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940008603,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 15 - ANEXO ESC. N°13,Estatal,Urbano,GOBERNADOR FELIZ MARIA PAZ 1811 LOS YAGANES INTEVU XIV,9410,2901,423057,94014028,USHUAIA,USHUAIA,CENS15@TDF.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940008604,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 15 - ANEXO ESC. N°30,Estatal,Urbano,LEANDRO N. ALEM 2091 KAUPEN,9410,2901,423057,94014028,USHUAIA,USHUAIA,CENS15@TDF.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940008605,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 15 - ANEXO CCNA,Estatal,Urbano,AVENIDA SAN MARTIN  1054 CENTRO,9410,2901,423057,94014028,USHUAIA,USHUAIA,CENS15@TDF.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940008606,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 15 - ANEXO UPCN,Estatal,Urbano,INTENDENTE OLMOS 959 GAUCHO RIVERO,9410,2901,423057,94014028,USHUAIA,USHUAIA,CENS15@TDF.EDU.AR, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940008700,COLEGIO DIOCESANO MONSEÑOR MIGUEL ANGEL ALEMAN,Privado,Urbano,ONAS 767 245 VIVIENDAS,V9410,2901,435772,94014028,USHUAIA,USHUAIA,prosecretariamons@hotmail.com,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1
Tierra del Fuego,940008800,INSTITUTO PROV. DE ENSEÑANZA SUPERIOR - FLORENTINO AMEGHINO,Estatal,Urbano,GOBERNADOR DELOQUI 237 CENTRO DELOQUI ESQUINA RIVADAVIA,V9410,2901,425335,94014028,USHUAIA,USHUAIA,ipesush@tdf.edu.ar,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940009000,ESCUELA AGROTECNICA SALESIANA NTRA. SRA. DE LA CANDELARIA,Privado,Urbano,RUTA NACIONAL Nº 3 KM. 2835   RUTA NACIONAL Nº 3 KM. 2835,V9420,2964,421642,94007152,RIO GRANDE,RIO GRANDE,misionrg@hotmail.com,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940009200,ESCUELA MUNICIPAL EXPERIMENTAL LAS LENGAS,Estatal,Urbano,CHUBUT 1857 LATINOAMERICANO,V9410,2901,443112,94014028,USHUAIA,USHUAIA,esclengas@tierradelfuego.gov.ar,1, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940009300,ESCUELA PROVINCIAL Nº 15 - CENTENARIO DE USHUAIA,Estatal,Urbano,JOSE IGNACIO RUCCI 2535 SAN VICENTE DE PAUL,V9410,2901,423584,94014028,USHUAIA,USHUAIA,escuela15@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940009400,ESCUELA PROVINCIAL Nº 22 - BAHIA GOLONDRINA,Estatal,Urbano,CONSTITUCION FUEGUINA 951 MONTE GALLINERO,V9410,2901,444859,94014028,USHUAIA,USHUAIA,escuela22@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940009500,ESCUELA PROVINCIAL Nº 23 - ORG. DE LOS ESTADOS AMERICANOS,Estatal,Urbano,REVERENDO PADRE MUÑOZ 997 A.G.P. II,V9420,2964,420100,94007152,RIO GRANDE,RIO GRANDE,escuela23@tdf.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940009600,JUVENIL INSTITUTO FUEGUINO,Privado,Urbano,AVENIDA LIBERTAD 965 CENTRO,V9420,2964,424569,94007152,RIO GRANDE,RIO GRANDE,jifsecundario@gmail.com secretaria@juvenilinstitutofueguino.org,1, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , 
Tierra del Fuego,940009700,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 302,Estatal,Urbano,RIO GRANDE 66 GAUCHO RIVERO,V9410,2901,422397,94014028,USHUAIA,USHUAIA,cens302@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940009701,C.E.N.S. Nº 302 - ANEXO ESC. 24,Estatal,Urbano,PUERTO ESPAÑOL 594 GAUCHO RIVERO,V9410,2901,422397,94014028,USHUAIA,USHUAIA,cens302@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940009702,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 302 ANEXO - REENCONTRANDONOS,Estatal,Urbano,KUANIP 841 GAUCHO RIVERO,9410,2901,422397,94014028,USHUAIA,USHUAIA,cens302@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , 
Tierra del Fuego,940009800,ESCUELA PROV. Nº 2 P/ADOLESCENTES Y ADULTOS WIKAM,Estatal,Urbano,CARLOS MOYANO 811 CENTRO,V9420,2964,425687,94007152,RIO GRANDE,RIO GRANDE,wikam@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , 
Tierra del Fuego,940009801,ESC.PROV.Nº 2 P/ADOLESC.Y ADULTOS WIKAM  ESC.Nº 21,Estatal,Urbano,AVENIDA PREFECTURA NAVAL ARGENTINA 111 CHEPACHEN CHACRA II,V9420,2964,425687,94007152,RIO GRANDE,RIO GRANDE,wikam@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Tierra del Fuego,940009802,ESC.PROV.Nº 2 P/ADOLESC.Y ADULTOS WIKAM  ESC.Nº 4,Estatal,Urbano,OROSKI Y YOURKA  RECONQUISTA OROSKI Y YOURKA,V9420,2964,425687,94007152,RIO GRANDE,RIO GRANDE,wikam@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Tierra del Fuego,940009803,ESC.PROV.Nº 2 P/ADOLESC.Y ADULTOS WIKAM  C. PENITENCIARIO,Estatal,Urbano,"RUTA NACIONAL N° 3 - KM. 7,5   UNIDAD DE DETENCION Nº 1 RIO GRANDE",V9420,2964,425687,94007152,RIO GRANDE,RIO GRANDE,wikam@tdf.edu.ar, , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , 
Tierra del Fuego,940009807,ESC.PROV.Nº 2 P/ADOLESC.Y ADULTOS WIKAM  CENTRO TOLHUIN,Estatal,Urbano,ESTEBAN LUCAS BRIDGES 542,V9412,2964,425687,94007153,TOLHUIN,RIO GRANDE,wikam@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , 
Tierra del Fuego,940009811,ESC.PROV.Nº 2 P/ADOLESC.Y ADULTOS WIKAM  ESTANCIA SARA,Estatal,Rural,ESTANCIA SARA   ESTANCIA SARA,V9420,2964,425687,94007078,ESTANCIA SARA,RIO GRANDE,wikam@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Tierra del Fuego,940009814,ESC.PROV.N° 2 P/ADOLES. Y ADULTOS WIKAM  ESC.N° 42,Estatal,Urbano,GREGORIA MATORRAS 3820 CHACRA XIII CHACRA XIII,V9420,2964,425687,94007152,RIO GRANDE,RIO GRANDE,wikam@tdf.edu.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Tierra del Fuego,940009900,JARDIN DE INFANTES Nº 16 - RAICES Y ALAS,Estatal,Urbano,LURO CAMBACERES 311 CHACRA II CHACRA II,V9420,2964,427202,94007152,RIO GRANDE,RIO GRANDE,jardin16@tdf.edu.ar,1, , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,1, , , 
Tierra del Fuego,940010000,JARDIN DE INFANTES Nº 17 - OLAS DE FANTASIA,Estatal,Urbano,PIONEROS FUEGUINOS 1145 CHACRA II CHACRA II,V9420,2964,443890,94007152,RIO GRANDE,RIO GRANDE,jardin17@tdf.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
